Unique Identifier,Name,Reports To,Line Detail 1,Line Detail 2,Organization Name
10515_Stéphanie_DUPUY,Stéphanie DUPUY,4542_Pierre_Yves_LE_BIHAN,Chef de Projet Infrastructure Informatique,M/GF/I/CSI/PSI/IP (Le Plessis-Robinson),
10516_Yannick_FAUCHERE,Yannick FAUCHERE,4542_Pierre_Yves_LE_BIHAN,Architecte technique Microsoft,M/GF/I/CSI/PSI/IP (Bourges Aéroport),
10517_Nicolas_THIOUX,Nicolas THIOUX,4543_Aude_RAMAEN,"RICP (Responsable Incidents, Changements et Problèmes IT)",M/GF/I/CSI/OFR/MO (Le Plessis-Robinson),
10518_Baptiste_AUBREE,Baptiste AUBREE,4544_Catherine_BASILE,Apprenti Ingénieur : Software Asset Management,M/GF/I/CSI/OFR/ADM (Le Plessis-Robinson),
10519_Clément_CHANGEUX,Clément CHANGEUX,4544_Catherine_BASILE,Software Asset Manager France,M/GF/I/CSI/OFR/ADM (Le Plessis-Robinson),
10520_Michel_COSTE_(On_Leave),Michel COSTE (On Leave),4544_Catherine_BASILE,Chargé de l'administration des droits d'accès,M/GF/I/CSI/OFR/ADM (Le Plessis-Robinson),
10521_Oriane_PLOSSIGNAC,Oriane PLOSSIGNAC,4544_Catherine_BASILE,Contract Manager,M/GF/I/CSI/OFR/ADM (Le Plessis-Robinson),
10522_Pascal_SCIALOM,Pascal SCIALOM,4544_Catherine_BASILE,Responsable du Parc Matériel Informatique (HAM),M/GF/I/CSI/OFR/ADM (Le Plessis-Robinson),
10523_Adeline_LALLERAY,Adeline LALLERAY,4545_Céline_LEVIGOUREUX,Responsable Interface Besoins et Logistique Clients,M/GF/I/CSI/OFR/SD (Bourges Aéroport),
10524_Bastien_ABADIE,Bastien ABADIE,4545_Céline_LEVIGOUREUX,Référent service delivery région parisienne,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10525_Bertrand_GAUTIER,Bertrand GAUTIER,4545_Céline_LEVIGOUREUX,IT Service Manager,M/GF/I/CSI/OFR/SD (Bourges Aéroport),
10526_Dat-Sam_NGUYEN,Dat-Sam NGUYEN,4545_Céline_LEVIGOUREUX,Emploi Vacances,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10527_Dino_DA_SILVA,Dino DA SILVA,4545_Céline_LEVIGOUREUX,IT Service Manager,M/GF/I/CSI/OFR/SD (Bourges Aéroport),
10528_Filipe_TORRES,Filipe TORRES,4545_Céline_LEVIGOUREUX,IT Service Manager,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10529_François_GIMONET,François GIMONET,4545_Céline_LEVIGOUREUX,Chargé de l'interface Besoin Logistique Client,M/GF/I/CSI/OFR/SD (Bourges Aéroport),
10530_Jean-François_ROBIC,Jean-François ROBIC,4545_Céline_LEVIGOUREUX,Manager interface Besoin Logistique Client,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10531_Mohamed_ZAMOUM,Mohamed ZAMOUM,4545_Céline_LEVIGOUREUX,Référent Service Delivery Informatique,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10532_Patrick_CHABANOL,Patrick CHABANOL,4545_Céline_LEVIGOUREUX,Chargé de l'interface Besoin Logistique Client,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10533_Thierry_LE_ROUZO,Thierry LE ROUZO,4545_Céline_LEVIGOUREUX,Architecte des postes de travail,M/GF/I/CSI/OFR/SD (Le Plessis-Robinson),
10534_Frédéric_LOUSTALOT,Frédéric LOUSTALOT,4546_Jean_LASSON,Responsable de production IT Région Centre,M/GF/I/CSI/OFR/BO (Bourges Aéroport),
10535_Olivier_KERVINIO,Olivier KERVINIO,4546_Jean_LASSON,Responsable de Production Informatique,M/GF/I/CSI/OFR/BO (Le Plessis-Robinson),
10536_Thomas_DUPUY,Thomas DUPUY,4546_Jean_LASSON,Responsable Back Office Opération Plessis Robinson,M/GF/I/CSI/OFR/BO (Le Plessis-Robinson),
10537_Saverio_Biondi,Saverio Biondi,4555_FABIO_PETRI,PLM and MatriX solution Engineer,M/GF/I/ITA/ISE/ISA (Rome),
10538_Federica_Piscopo,Federica Piscopo,4558_ALBERTO_PUCCI,User Support Officer,M/GF/I/ITA/CUS/USW (Rome),
10539_Gianfranco_Battaglia,Gianfranco Battaglia,4558_ALBERTO_PUCCI,User Support Officer,M/GF/I/ITA/CUS/USW (Fusaro),
10540_Mario_Ravidà,Mario Ravidà,4558_ALBERTO_PUCCI,User Support Officer,M/GF/I/ITA/CUS/USW (La Spezia),
10541_MASSIMILIANO_POLEGRI,MASSIMILIANO POLEGRI,4558_ALBERTO_PUCCI,SERVICE OWNER,M/GF/I/ITA/CUS/USW (Rome),
10542_MASSIMO_CERAGLIA,MASSIMO CERAGLIA,4558_ALBERTO_PUCCI,SERVICE OWNER,M/GF/I/ITA/CUS/USW (Rome),
10543_PASQUALE_PRINCIPE,PASQUALE PRINCIPE,4558_ALBERTO_PUCCI,SERVICE OWNER,M/GF/I/ITA/CUS/USW (Fusaro),
10544_RICCARDO_PANELLO,RICCARDO PANELLO,4558_ALBERTO_PUCCI,SERVICE OWNER,M/GF/I/ITA/CUS/USW (La Spezia),
10545_Brett_Michael_Saralli,Brett Michael Saralli,4577_Roger_Elias,Assistant Customs Officer,M/GF/RC/TX/UK/CS (Stevenage),
10546_Delaney_Devonshire,Delaney Devonshire,4577_Roger_Elias,Customs Officer,M/GF/RC/TX/UK/CS (Henlow),
10547_Dorinda_Wolton,Dorinda Wolton,4577_Roger_Elias,Customs Officer,M/GF/RC/TX/UK/CS (Stevenage),
10548_Graham_Battersby,Graham Battersby,4577_Roger_Elias,Customs Officer,M/GF/RC/TX/UK/CS (Bolton),
10549_Mandy_Cowell,Mandy Cowell,4577_Roger_Elias,Customs Officer,M/GF/RC/TX/UK/CS (Bolton),
10550_Rhian_Williams,Rhian Williams,4577_Roger_Elias,Customs Officer,M/GF/RC/TX/UK/CS (Bolton),
10551_ANTONIO_VICEDOMINI,ANTONIO VICEDOMINI,4696_GENNARO_MIRABELLA,COLLAUDATORE MECCANICO,M/OP/IT/MI/SF/MA/PP (Fusaro),
10552_CLAUDIO_CUOZZO,CLAUDIO CUOZZO,4696_GENNARO_MIRABELLA,COLLAUDATORE MECCANICO,M/OP/IT/MI/SF/MA/PP (Fusaro),
10553_CLAUDIO_PUZO,CLAUDIO PUZO,4696_GENNARO_MIRABELLA,Collaudatore Meccanico,M/OP/IT/MI/SF/MA/PP (Fusaro),
10554_giuseppe_veneruso,giuseppe veneruso,4696_GENNARO_MIRABELLA,Collaudatore Meccanico,M/OP/IT/MI/SF/MA/PP (Fusaro),
10555_Michele_Guerra,Michele Guerra,4696_GENNARO_MIRABELLA,Collaudatore Meccanico,M/OP/IT/MI/SF/MA/PP (Fusaro),
10556_PASQUALE_ESPOSITO,PASQUALE ESPOSITO,4696_GENNARO_MIRABELLA,COLLAUDATORE MECCANICO,M/OP/IT/MI/SF/MA/PP (Fusaro),
10557_ROBERTO_DI_MEO,ROBERTO DI MEO,4696_GENNARO_MIRABELLA,COLLAUDATORE MECCANICO,M/OP/IT/MI/SF/MA/PP (Fusaro),
10558_VINCENZO_CARILLO,VINCENZO CARILLO,4696_GENNARO_MIRABELLA,OPERATORE MACCHINE TRADIZIONALI,M/OP/IT/MI/SF/MA/PP (Fusaro),
10559_Vincenzo_Musollino,Vincenzo Musollino,4696_GENNARO_MIRABELLA,Collaudatore Meccanico,M/OP/IT/MI/SF/MA/PP (Fusaro),
10560_WALTER_MANFERLOTTI,WALTER MANFERLOTTI,4696_GENNARO_MIRABELLA,COLLAUDATORE MECCANICO,M/OP/IT/MI/SF/MA/PP (Fusaro),
10561_Antonio_Confuorto,Antonio Confuorto,4697_MICHELE_SARNATARO,Operatore Processi Speciali,M/OP/IT/MI/SF/MA/SP (Fusaro),
10562_ANTONIO_COSTAGLIOLA,ANTONIO COSTAGLIOLA,4697_MICHELE_SARNATARO,OPERATORE DIP BRAZING,M/OP/IT/MI/SF/MA/SP (Fusaro),
10563_ANTONIO_PUCA,ANTONIO PUCA,4697_MICHELE_SARNATARO,Verniciatore,M/OP/IT/MI/SF/MA/SP (Fusaro),
10564_Domenico_Colandrea,Domenico Colandrea,4697_MICHELE_SARNATARO,Operatore Meccanico,M/OP/IT/MI/SF/MA/SP (Fusaro),
10565_GENNARO_ESPOSITO,GENNARO ESPOSITO,4697_MICHELE_SARNATARO,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/SP (Fusaro),
10566_Giuseppe_Tahlianburi,Giuseppe Tahlianburi,4697_MICHELE_SARNATARO,Verniciatore,M/OP/IT/MI/SF/MA/SP (Fusaro),
10567_MICHELANGELO_LUONGO,MICHELANGELO LUONGO,4697_MICHELE_SARNATARO,mechanical operator,M/OP/IT/MI/SF/MA/SP (Fusaro),
10568_Salvatore_Cacciano,Salvatore Cacciano,4697_MICHELE_SARNATARO,Operatore Processi Speciali,M/OP/IT/MI/SF/MA/SP (Fusaro),
10569_SALVATORE_CALIFANO,SALVATORE CALIFANO,4697_MICHELE_SARNATARO,OPERATORE DIP BRAZING,M/OP/IT/MI/SF/MA/SP (Fusaro),
10570_Antonio_Caucci,Antonio Caucci,4698_SALVATORE_MANGIONE,PRODUCTION LINES MAINTENANCE,M/OP/IT/MI/SF/MA/MM (Fusaro),
10571_ANTONIO_LUONGO,ANTONIO LUONGO,4698_SALVATORE_MANGIONE,PRODUCTION LINES MAINTENANCE,M/OP/IT/MI/SF/MA/MM (Fusaro),
10572_Biagio_Galdiero,Biagio Galdiero,4698_SALVATORE_MANGIONE,Tecnico della Manutenzione delle Linee di Produzione Elettrica,M/OP/IT/MI/SF/MA/MM (Fusaro),
10573_CIRO_TIANO,CIRO TIANO,4698_SALVATORE_MANGIONE,PRODUCTION LINES MAINTENANCE,M/OP/IT/MI/SF/MA/MM (Fusaro),
10574_LUIGI_AMOROSO,LUIGI AMOROSO,4698_SALVATORE_MANGIONE,PRODUCTION LINES MAINTENANCE,M/OP/IT/MI/SF/MA/MM (Fusaro),
10575_MICHELE_AVALLONE,MICHELE AVALLONE,4698_SALVATORE_MANGIONE,PRODUCTION LINES MAINTENANCE,M/OP/IT/MI/SF/MA/MM (Fusaro),
10576_Raimondo_Boccia,Raimondo Boccia,4698_SALVATORE_MANGIONE,Tecnico della Manutenzione delle Linee di Produzione Elettrica,M/OP/IT/MI/SF/MA/MM (Fusaro),
10577_Salvatore_Carannante,Salvatore Carannante,4698_SALVATORE_MANGIONE,TECNICO DELLA MANUTENZIONE DELLE LINEE DI PRODUZIONE ELETTRICA,M/OP/IT/MI/SF/MA/MM (Fusaro),
10578_STEFANIA_BARONE,STEFANIA BARONE,4698_SALVATORE_MANGIONE,PLANNING & BUDGETING,M/OP/IT/MI/SF/MA/MM (Fusaro),
10579_Adriano_Aruta,Adriano Aruta,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10580_ALBERTO_INCORONATO,ALBERTO INCORONATO,4699_SALVATORE_RENIS,Operatore macchine Cnc,M/OP/IT/MI/SF/MA/MF (Fusaro),
10581_AMELIA_ESPOSITO,AMELIA ESPOSITO,4699_SALVATORE_RENIS,OPERATORE DIP BRAZING,M/OP/IT/MI/SF/MA/MF (Fusaro),
10582_Angelo_Carandente_Sicco,Angelo Carandente Sicco,4699_SALVATORE_RENIS,Operatore Macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10583_ANTONELLO_GENUA,ANTONELLO GENUA,4699_SALVATORE_RENIS,Operatore macchine Cnc,M/OP/IT/MI/SF/MA/MF (Fusaro),
10584_ANTONIO_ESPOSITO,ANTONIO ESPOSITO,4699_SALVATORE_RENIS,AGGIUSTATORE MECCANICO,M/OP/IT/MI/SF/MA/MF (Fusaro),
10585_Antonio_Gervasio,Antonio Gervasio,4699_SALVATORE_RENIS,Montatore e Aggiustatore Meccanico,M/OP/IT/MI/SF/MA/MF (Fusaro),
10586_ANTONIO_LA_ROCCA,ANTONIO LA ROCCA,4699_SALVATORE_RENIS,Team Leader,M/OP/IT/MI/SF/MA/MF (Fusaro),
10587_BERNARDO_COSTIGLIOLA,BERNARDO COSTIGLIOLA,4699_SALVATORE_RENIS,OPERATORE MECCANICO A,M/OP/IT/MI/SF/MA/MF (Fusaro),
10588_Diego_Vitale,Diego Vitale,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10589_EDDA_FIORE,EDDA FIORE,4699_SALVATORE_RENIS,MONTATORE ELETTROMECCANICO,M/OP/IT/MI/SF/MA/MF (Fusaro),
10590_FABIO_CASTELLUCCIO,FABIO CASTELLUCCIO,4699_SALVATORE_RENIS,Operatore macchine Cnc,M/OP/IT/MI/SF/MA/MF (Fusaro),
10591_FERDINANDO_ELARDINO,FERDINANDO ELARDINO,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10592_FRANCESCO_CACCAVALE,FRANCESCO CACCAVALE,4699_SALVATORE_RENIS,Team Leader,M/OP/IT/MI/SF/MA/MF (Fusaro),
10593_GIACOMO_ESPOSITO_ABATE,GIACOMO ESPOSITO ABATE,4699_SALVATORE_RENIS,OPERATORE RETTIFICHE,M/OP/IT/MI/SF/MA/MF (Fusaro),
10594_GIOVANNI_SANNINO,GIOVANNI SANNINO,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10595_GIOVANNI_SCOTTO_ROSATO,GIOVANNI SCOTTO ROSATO,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10596_GUGLIELMO_CHIAROLANZA,GUGLIELMO CHIAROLANZA,4699_SALVATORE_RENIS,Operatore macchine Cnc,M/OP/IT/MI/SF/MA/MF (Fusaro),
10597_MARCO_CAI,MARCO CAI,4699_SALVATORE_RENIS,OPERATORE MECCANICO A,M/OP/IT/MI/SF/MA/MF (Fusaro),
10598_MARCO_DRAGONETTI,MARCO DRAGONETTI,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10599_MAURO_MARONGIU,MAURO MARONGIU,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10600_MELANIA_FIORENTINO,MELANIA FIORENTINO,4699_SALVATORE_RENIS,MONTATORE MECCANICO - BONDING,M/OP/IT/MI/SF/MA/MF (Fusaro),
10601_MICHEAL_GUARDASCIONE,MICHEAL GUARDASCIONE,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10602_Nicola_Ascione,Nicola Ascione,4699_SALVATORE_RENIS,Operatore macchine cnc,M/OP/IT/MI/SF/MA/MF (Fusaro),
10603_PASQUALE_RIMAURO,PASQUALE RIMAURO,4699_SALVATORE_RENIS,Operatore Dip Brazing,M/OP/IT/MI/SF/MA/MF (Fusaro),
10604_RACHELE_LUCCI,RACHELE LUCCI,4699_SALVATORE_RENIS,AGGIUSTATORE MECCANICO,M/OP/IT/MI/SF/MA/MF (Fusaro),
10605_Raffaele_Di_Francia,Raffaele Di Francia,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10606_RAFFAELE_VARCHETTA,RAFFAELE VARCHETTA,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10607_Riccardo_Salemme,Riccardo Salemme,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10608_SALVATORE_DOTTORINI,SALVATORE DOTTORINI,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10609_Salvatore_Rea,Salvatore Rea,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10610_Salvatore_Scialò,Salvatore Scialò,4699_SALVATORE_RENIS,Operatore macchine CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10611_Sossio_Franzese,Sossio Franzese,4699_SALVATORE_RENIS,Operatore MACCHINE CNC,M/OP/IT/MI/SF/MA/MF (Fusaro),
10612_STEFANO_PARASCANDOLO,STEFANO PARASCANDOLO,4699_SALVATORE_RENIS,Operatore macchine CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10613_UGO_TESSITORE,UGO TESSITORE,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10614_Vincenzo_D'Angelo,Vincenzo D'Angelo,4699_SALVATORE_RENIS,Aggiustatore Meccanico,M/OP/IT/MI/SF/MA/MF (Fusaro),
10615_VINCENZO_SAVARESE,VINCENZO SAVARESE,4699_SALVATORE_RENIS,OPERATORE MACCHINE CN,M/OP/IT/MI/SF/MA/MF (Fusaro),
10616_VINCENZO_SCICCONE,VINCENZO SCICCONE,4699_SALVATORE_RENIS,OPERATORE MECCANICO A,M/OP/IT/MI/SF/MA/MF (Fusaro),
10617_ALESSANDRO_SCARAMELLA,ALESSANDRO SCARAMELLA,4762_AZZURRA_MARTELLOTTI,HW EQUIPMENT ENGINEER,M/OP/IT/PD/ES/NG (Rome),
10618_DANILO_RIPARINI,DANILO RIPARINI,4762_AZZURRA_MARTELLOTTI,HW EQUIPMENT ENGINEER,M/OP/IT/PD/ES/NG (Rome),
10619_EMANUELE_BASILI,EMANUELE BASILI,4762_AZZURRA_MARTELLOTTI,EA - Progettazione eletronica (Italy),M/OP/IT/PD/ES/NG (Rome),
10620_Emilio_Buffone,Emilio Buffone,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10621_ENRICO_DI_CLAUDIO,ENRICO DI CLAUDIO,4762_AZZURRA_MARTELLOTTI,ELECTRONIC MANUFACTURER,M/OP/IT/PD/ES/NG (Rome),
10622_FABIO_BOASELLI,FABIO BOASELLI,4762_AZZURRA_MARTELLOTTI,HW EQUIPMENT ENGINEER,M/OP/IT/PD/ES/NG (Rome),
10623_FABRIZIO_FERRANTIN,FABRIZIO FERRANTIN,4762_AZZURRA_MARTELLOTTI,FCU EQUIP.& CONSOLE (GROUND & NAVAL) TEX,M/OP/IT/PD/ES/NG (Rome),
10624_FRANCESCA_ROMANA_GRAVINA,FRANCESCA ROMANA GRAVINA,4762_AZZURRA_MARTELLOTTI,HW EQUIPMENT INTEGRATOR SPECIALIST,M/OP/IT/PD/ES/NG (Rome),
10625_Gennaro_Amarante,Gennaro Amarante,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10626_Giovanni_Fazzolari,Giovanni Fazzolari,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10627_GIULIO_SCARPULLA,GIULIO SCARPULLA,4762_AZZURRA_MARTELLOTTI,T3 TECNICO ELETTRONICO,M/OP/IT/PD/ES/NG (Rome),
10628_KATIA_MERCATI,KATIA MERCATI,4762_AZZURRA_MARTELLOTTI,PROGETTISTA ESPERTO,M/OP/IT/PD/ES/NG (Rome),
10629_Marco_Loi,Marco Loi,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10630_MATTEO_TOLAZZI,MATTEO TOLAZZI,4762_AZZURRA_MARTELLOTTI,Tecnico Elettronico,M/OP/IT/PD/ES/NG (Rome),
10631_Simone_Di_Croce,Simone Di Croce,4762_AZZURRA_MARTELLOTTI,Electronic Manufacturer,M/OP/IT/PD/ES/NG (Rome),
10632_STEFANO_NORO,STEFANO NORO,4762_AZZURRA_MARTELLOTTI,ELECTRONIC MANUFACTURER,M/OP/IT/PD/ES/NG (Rome),
10633_VALERIO_DI_MAIO,VALERIO DI MAIO,4762_AZZURRA_MARTELLOTTI,HW EQUIPMENT ENGINEER,M/OP/IT/PD/ES/NG (Rome),
10634_Valerio_Manca,Valerio Manca,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10635_Vincenzo_Sepe,Vincenzo Sepe,4762_AZZURRA_MARTELLOTTI,HW Equipment Engineer,M/OP/IT/PD/ES/NG (Rome),
10636_ADOLFO_RUSSO,ADOLFO RUSSO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10637_ALESSIO_DE_LAUZIERES,ALESSIO DE LAUZIERES,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10638_ANDREA_ARIANTE,ANDREA ARIANTE,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10639_ANGELO_D'ORIANO,ANGELO D'ORIANO,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10640_ANGELO_LOMBARDI,ANGELO LOMBARDI,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10641_ANNA_LUCIGNANO,ANNA LUCIGNANO,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10642_ANTONINO_VITIELLO,ANTONINO VITIELLO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10643_ANTONIO_MECCA,ANTONIO MECCA,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10644_DANIELE_ZANOVELLO,DANIELE ZANOVELLO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10645_Domenico_Chianese,Domenico Chianese,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10646_DOMENICO_RUSSO,DOMENICO RUSSO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10647_EMILIO_CRISTAO,EMILIO CRISTAO,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10648_FELICE_VINCENZO_ROSSI,FELICE VINCENZO ROSSI,4763_JESSICA_ROMANO,Test Engineer,M/OP/IT/PD/ES/AA (Fusaro),
10649_Fortuna_Munno,Fortuna Munno,4763_JESSICA_ROMANO,Test Engineer,M/OP/IT/PD/ES/AA (Fusaro),
10650_Francesco_Maria_De_Venezia,Francesco Maria De Venezia,4763_JESSICA_ROMANO,Test Engineer,M/OP/IT/PD/ES/AA (Fusaro),
10651_GAETANO_DE_ROSA,GAETANO DE ROSA,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10652_Gianluca_Marengo,Gianluca Marengo,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10653_Gianluca_Riccio,Gianluca Riccio,4763_JESSICA_ROMANO,Test Engineer,M/OP/IT/PD/ES/AA (Fusaro),
10654_IVANO_DI_MAURO,IVANO DI MAURO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10655_LUCA_SCHIANO_DI_COLA,LUCA SCHIANO DI COLA,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10656_Marco_Ponticiello,Marco Ponticiello,4763_JESSICA_ROMANO,Test Equipment technician,M/OP/IT/PD/ES/AA (Fusaro),
10657_MASSIMILIANO_CORBELLI,MASSIMILIANO CORBELLI,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10658_MICHELE_LAMBERTI,MICHELE LAMBERTI,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10659_PIETRO_RISI,PIETRO RISI,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10660_RAFFAELE_FRASCOGNA,RAFFAELE FRASCOGNA,4763_JESSICA_ROMANO,Test Engineer,M/OP/IT/PD/ES/AA (Fusaro),
10661_RAFFAELE_MAURIELLO,RAFFAELE MAURIELLO,4763_JESSICA_ROMANO,TEST EQUIPMENT TECHNICIAN,M/OP/IT/PD/ES/AA (Fusaro),
10662_RAFFAELLO_DAVIDE_LAISO,RAFFAELLO DAVIDE LAISO,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10663_SALVATORE_DAVIDE_MARTONE,SALVATORE DAVIDE MARTONE,4763_JESSICA_ROMANO,TEST ENGINEER,M/OP/IT/PD/ES/AA (Fusaro),
10664_SALVATORE_DI_BONITO,SALVATORE DI BONITO,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10665_VINCENZO_DANIELE,VINCENZO DANIELE,4763_JESSICA_ROMANO,Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10666_VINCENZO_LAZZARO,VINCENZO LAZZARO,4763_JESSICA_ROMANO,Senior Test Equipment Technician,M/OP/IT/PD/ES/AA (Fusaro),
10667_ALBERTO_RENZI,ALBERTO RENZI,4764_MAURO_TARRAGONI,Test Engineer,M/OP/IT/PD/ES/EM (Rome),
10668_ALESSANDRO_DI_STASIO,ALESSANDRO DI STASIO,4764_MAURO_TARRAGONI,EMC Engineer,M/OP/IT/PD/ES/EM (Rome),
10669_Daniele_Di_Virgilio,Daniele Di Virgilio,4764_MAURO_TARRAGONI,EMC Test Specialist,M/OP/IT/PD/ES/EM (Rome),
10670_DONATO_MASI,DONATO MASI,4764_MAURO_TARRAGONI,RF\EMC Engineer,M/OP/IT/PD/ES/EM (Rome),
10671_Fulvio_Struzzi,Fulvio Struzzi,4764_MAURO_TARRAGONI,Environmental Engineer,M/OP/IT/PD/ES/EM (Rome),
10672_Mariaimmacolata_Di_Tomaso,Mariaimmacolata Di Tomaso,4764_MAURO_TARRAGONI,RF/EMC Test Engineer,M/OP/IT/PD/ES/EM (Rome),
10673_MAURO_CARUSO,MAURO CARUSO,4764_MAURO_TARRAGONI,SENIOR TEST ENGINEER PRACTITIONER,M/OP/IT/PD/ES/EM (Rome),
10674_PAOLO_BETTI,PAOLO BETTI,4764_MAURO_TARRAGONI,HW EQUIPMENT ENGINEER,M/OP/IT/PD/ES/EM (Rome),
10675_FILIPPO_PERUGINI,FILIPPO PERUGINI,4765_SILVIO_BEDINI,PROGETTISTA TEST EQUIPMENT,M/OP/IT/PD/ES/AS (La Spezia),
10676_MARTINO_MASSA,MARTINO MASSA,4765_SILVIO_BEDINI,P5 PROGETTISTA SENIOR,M/OP/IT/PD/ES/AS (La Spezia),
10677_MATTIA_BARLETTI,MATTIA BARLETTI,4765_SILVIO_BEDINI,EF - Ingegneria delle apparecchiature elettroniche (Italy),M/OP/IT/PD/ES/AS (La Spezia),
10678_Simone_Argenti,Simone Argenti,4765_SILVIO_BEDINI,Progettista Test Equipment,M/OP/IT/PD/ES/AS (La Spezia),
10679_ANDREA_BERGAMIN,ANDREA BERGAMIN,4767_DAMIANO_DELFINI,Electronic Design Engineer,M/OP/IT/PD/EE/FW (Rome),
10680_CHRISTIAN_BUTTARAZZI,CHRISTIAN BUTTARAZZI,4767_DAMIANO_DELFINI,ELECTRONIC & FIRMWARE DESIGN,M/OP/IT/PD/EE/FW (Rome),
10681_Davide_Olivieri,Davide Olivieri,4767_DAMIANO_DELFINI,EA - Progettazione eletronica (Italy),M/OP/IT/PD/EE/FW (Rome),
